,Title,Published_date,Views,Likes,Favourites
1516,Mastering Financial Dominion  Message Only  08-16-2020,2020-08-16T15:32:01Z,902,25,0
1517,"Mastering Financial Dominion | Pastor Bolaji Idowu | Sun 16th August, 2020",2020-08-16T07:11:45Z,1551,46,0
1518,"Midweek Service | Tue 11th August, 2020",2020-08-11T18:52:28Z,742,20,0
1519,Incubating the  force of increase  Message Only SUNDAY 9 8 2020,2020-08-09T16:10:13Z,672,15,0
1520,Incubating The Forces Of Increase | Pst Bolaji Idowu | 9th August 2020,2020-08-09T08:58:27Z,838,24,0
1521,Mega online Prayer and Fasting Day 3,2020-08-05T06:26:52Z,421,25,0
1522,The Prayer Life Of A Disciple | Pst Gbenga Ajibola| 4th August 2020,2020-08-04T19:53:57Z,754,31,0
1523,August Mega online Prayer and Fasting DAY 2,2020-08-04T06:07:25Z,458,25,0
1524,Overcoming Stagnation And Financial Loss|Prayer And Communion Service(Rebroadcast) |Pst Bolaji Idowu,2020-08-03T18:17:28Z,176,9,0
1525,Overcoming Stagnation and Financial Loss Message Only SUNDAY 2 8 2020,2020-08-03T16:40:53Z,323,10,0
1526,AUGUST MEGA ONLINE PRAYER & FASTING SERVICES DAY 1,2020-08-03T06:41:05Z,415,29,0
1527,Overcoming Stagnation And Financial Loss| Pastor Bolaji Idowu | 2nd August  2020,2020-08-02T09:03:03Z,774,22,0
1528,Overcoming Stagnation And Financial Loss| Pastor Bolaji Idowu | 2nd August  2020,2020-08-02T07:14:58Z,1093,26,0
1529,HOW NOT TO RUN ON EMPTY  MESSAGE ONLY SUNDAY 26 7 2020,2020-07-26T10:22:28Z,177,7,0
1530,How Not To Run On Empty | Pastor Bolaji Idowu | 26th July 2020,2020-07-26T07:07:06Z,1125,39,0
1531,"Can I Love God Enough | Pastor Dayo Ogunrombi | Tue 21st July, 2020",2020-07-21T18:53:12Z,525,16,0
1532,Developing Superior Discernment  message only SUNDAY SERVICE 20 7 2020,2020-07-19T16:00:46Z,461,23,0
1533,"Developing Superior Discernment With Pst Bolji Idowu | Sun 19th July, 2020",2020-07-19T07:34:10Z,1116,36,0
1534,"Midweek Service With Pst Mayowa Agboade | Tue 14th July, 2020",2020-07-14T19:01:31Z,533,20,0
1535,How God cooks you for the next level Message Only SUNDAY 12 7 2020,2020-07-13T16:38:24Z,315,11,0
1536,"How God Cooks You For The Next Level With Pst Bolaji Idowu | Sun 12th July, 2020",2020-07-12T07:34:04Z,1454,59,0
1537,"HOW TO RECEIVE FROM THE LORD {PASTOR GBENGA AJIBOLA} | TUE 7th July, 2020",2020-07-07T19:26:00Z,713,12,0
1538,"How To Unlock Your Hidden Potentials (Message Only) | Pst Bolaji Idowu | Sun 5th July, 2020",2020-07-05T19:00:05Z,1591,34,0
1539,"Prayer And Communion Service With Pastor Bolaji Idowu | Sun 5th July, 2020",2020-07-05T07:49:36Z,1365,52,0
1540,JULY MEGA ONLINE PRAYER & FASTING SERVICES DAY 3,2020-07-03T06:46:14Z,588,41,0
1541,JULY MEGA ONLINE PRAYER & FASTING SERVICES,2020-07-01T07:18:08Z,527,31,0
1542,"Night Of Worship | Tue 30th June, 2020",2020-06-30T18:38:57Z,828,26,0
1543,How the Spirit Connects You with Strategic Relationships and Opportunities (Message Only 28_6_2020),2020-06-28T15:51:27Z,156,3,0
1544,"How the Spirit Connects You with Strategic Relationships and Opportunities | Sun 28th Jun, 20206",2020-06-28T07:32:49Z,1225,45,0
1545,HOW THE SPIRIT REVERSES CYCLES OF LOST OPPORTUNITIES PST2 | 23rd June 2020,2020-06-23T18:15:19Z,705,19,0
1546,"How The Spirit Uncovers Opportunities & Innovative Concepts(Message Only) | Sun 21st Jun, 2020",2020-06-21T15:40:48Z,331,9,0
1547,How The Spirit Uncovers Opportunities & Innovative Concepts  With Pst Bolaji Idowu 21st June 2020,2020-06-21T09:20:27Z,694,27,0
1548,"How to Stop Stressing and Follow God's Voice | Pst Bolaji Idowu | Sun 14th June, 2020",2020-06-14T07:04:26Z,1111,43,0
1549,"Fundamental Of Spirit Guidance  With Pst Dayo Ogunrombi | Tue 9th June, 2020",2020-06-09T18:21:56Z,537,22,0
1550,Communion & Impartation Service - Message Only,2020-06-07T14:22:05Z,240,3,0
1551,"Communion & Impartation Service  With Pst Bolaji Idowu | Sun 7th June, 2020",2020-06-07T07:05:17Z,1260,36,0
1552,"How To Get Divine Direction In Crisis With Pst Bolaji Idowu | Sun 31st May, 2020",2020-05-31T08:49:39Z,1045,38,0
1553,"The In Christ Reality With Pst Gbenga Ajibola | Tue 26th May, 2020",2020-05-26T18:50:14Z,789,25,0
1554,"When Everything Fails With Pst Bolaji Idowu | Sun 24th May, 2020",2020-05-24T07:33:36Z,1080,50,0
1555,"The In Christ Reality With Pst Kanmi Elegbede | Tue 19th May, 2020",2020-05-19T18:43:35Z,597,21,0
1556,"Encounter A Worship, Healing And Miracles Service  | Sun 17th May, 2020",2020-05-17T07:33:29Z,1794,79,0
1557,"How God Delivers Us In Crisis With Pst Bolaji Idowu  Sun 10th May, 2020",2020-05-10T12:50:50Z,204,9,0
1558,"How God Delivers Us In Crisis With Pst Bolaji Idowu | Sun 10th May, 2020",2020-05-10T07:35:15Z,1039,40,0
1559,"Thriving In Difficult Times with Pst Gbenga Ajibola | Tue 5th May, 2020",2020-05-05T18:55:06Z,819,26,0
1560,"How To Be Unshakable In Crisis with Pst Bolaji Idowu | Sun 3rd May, 2020",2020-05-03T11:01:27Z,754,38,0
1561,"I Will Level The Mountain With Pst Mayowa| Tue 28th April, 2020",2020-04-28T18:59:03Z,722,12,0
1562,"Fighting The Good Fight Of Faith With Pst Kanmi Elegbede | Tue 21 April, 2020",2020-04-21T19:05:09Z,775,35,0
1563,"How to Recover From Setbacks  | Pst Bolaji Idowu | Sun 19th April, 2020",2020-04-19T07:42:40Z,1313,53,0
1564,"MidWeek Online Service With Pst. Deji Agboade  | Tue Apr 14th, 2020",2020-04-14T19:14:21Z,1106,30,0
1565,"Easter and Worship Service With Pst. Bolaji Idowu and Dunsin Oyekan | Sun Apr 12th, 2020",2020-04-12T07:52:54Z,2745,70,0
1566,"Staying Full of Faith and Power | Pst. Gbenga Ajibola | Tues 7th April, 2020",2020-04-07T18:55:11Z,1294,41,0
1567,"Going Further Against All odds | Pst Bolaji Idowu | Sunday 5th April, 2020",2020-04-05T15:55:55Z,323,17,0
1568,"FAITH SERIES: Going Further Against All odds | Pst Bolaji Idowu | Sunday 5th April, 2020",2020-04-05T07:58:10Z,2108,32,0
1569,Faith Series: My Case Is Different | Pastor Bolaji Idowu,2020-03-31T17:15:12Z,2328,69,0
1570,"My Case is Different | Pastor Bolaji Idowu | Sun March 29th, 2020",2020-03-29T07:53:10Z,2298,64,0
1571,NIGHT OF WORSHIP | Exalted Tribe | Tues 24th March 2020,2020-03-24T19:21:55Z,1817,45,0
1572,"FAITH SERIES: Living Above Fear In Fearful Times | Pastor Bolaji Idowu | Sun March 22nd, 2020",2020-03-22T08:18:35Z,4752,100,0
1573,"FAITH SERIES: How to Stop Blocking Your Miracles | Pst. Bolaji Idowu | Tue March 17th, 2020",2020-03-17T20:30:45Z,1363,39,0
1574,"FAITH SERIES: Overcoming Limiting Beliefs & Mindsets | Pst. Bolaji Idowu | Sun March 15th, 2020",2020-03-15T07:57:28Z,1398,41,0
1575,"How To Have Results That Defy Logic | Pst. Bolaji Idowu | Tue 3rd March, 2020 | Midweek Service",2020-03-03T20:35:35Z,1499,38,0
1576,"How To Have Results That Defy Logic | Pst. Bolaji Idowu | Sun 1st March, 2020 | 1st Service",2020-03-01T07:53:20Z,1257,19,0
1577,"Harvesters Entrepreneurs Forum 2020 | Sat 29th February, 2020",2020-02-29T13:14:40Z,2088,27,0
1578,"Harvesters Entrepreneurs Forum 2020 | Sat 29th February, 2020",2020-02-29T10:15:00Z,711,18,0
1579,"How to Come Out of Trouble and Complicated Challenges | Pst Bolaji Idowu | Tue 18th Feb, 2020",2020-02-18T20:46:10Z,1237,17,0
1580,"How to Come Out of Trouble and Complicated Challenges | Pst Bolaji Idowu | Tue 18th Feb, 2020",2020-02-18T19:47:46Z,1029,27,0
1581,"Having Faith Despite Delays and Disappointments | Pastor Mayowa Agboade | Tue 11th Feb, 2020",2020-02-11T19:50:57Z,1078,17,0
1582,"Holding On To Faith Despite Delays and Disappointments | Pst Kanmi Elegbede | Sun 9th Feb, 2020",2020-02-09T10:02:57Z,1059,20,0
1583,"Faith Has No Guaranties  | Pst Bolaji Idowu | Midweek Service Tue 4th Feb, 2020 |",2020-02-04T20:08:30Z,1945,42,0
1584,"Becoming Unstuck | Pst Bolaji Idowu | Sun 2nd Feb, 2020 | 4th Service",2020-02-02T13:41:09Z,1129,20,0
1585,"Pst DayoOgunrombi | Sun 2nd Feb, 2020 | 1st Service",2020-02-02T07:03:11Z,692,8,0
1586,"WINEPRESS 2020 | Apostle Joshua Selman | Sun 26th Jan, 2020 | 4th Service",2020-01-26T14:08:36Z,10548,223,0
1587,"WINEPRESS 2020 | The Holy Spirit | Apostle Joshua Selman | Sun 26th Jan, 2020 | 4th Service",2020-01-26T13:20:14Z,131570,1746,0
1588,"WINEPRESS 2020 | Apostle Joshua Selman | Sun 26th Jan, 2020 | 3rd Service",2020-01-26T11:27:27Z,1918,30,0
1589,"WINEPRESS 2020 | Apostle Joshua Selman | Sun 26th Jan, 2020 | 3rd Service",2020-01-26T10:46:24Z,1736,17,0
1590,"WINEPRESS 2020 | Apostle Joshua Selman | Sun 26th Jan, 2020 | 3rd Service",2020-01-26T10:16:12Z,1470,7,0
1591,WINEPRESS 2020 | Translating Spiritual Realities Into Daily Victories | Pst Bolaji Idowu,2020-01-26T09:59:16Z,2190,18,0
1592,WINEPRESS 2020 | Translating Spiritual Realities Into Daily Victories | Pst Bolaji Idowu,2020-01-26T09:14:25Z,667,10,0
1593,WINEPRESS 2020 | Apostle Arome Osayi | Sun Jan 26 2020 | 1st Service,2020-01-26T08:01:25Z,5419,95,0
1594,WINEPRESS 2020 | Apostle Arome Osayi | Sun Jan 26 2020 | 1st Service,2020-01-26T07:36:48Z,8773,138,0
1595,"WINEPRESS DAY 4 | Apostle Arome Osayi | Friday Jan 24, 2020",2020-01-24T20:42:58Z,13051,272,0
1596,"WINEPRESS 2020 | Priesthood | Apostle Joshua Selman | Thurs Jan 23, 2020",2020-01-23T20:12:35Z,449075,5308,0
1597,"WINEPRESS 2020 | Dunsin Oyekan | Thurs Jan 23, 2020",2020-01-23T18:31:52Z,20162,534,0
1598,"WINEPRESS DAY 2 | Apostle Arome Osayi  | Wed Jan 22, 2020",2020-01-22T20:10:33Z,9869,146,0
1599,"WINEPRESS DAY 2 | Apostle Arome Osayi  | Wed Jan 22, 2020",2020-01-22T17:53:31Z,5093,75,0
1600,"WINEPRESS DAY 1 | GRACE AND TRUTH BY CHRIST| Bishop Humphery | Tues Jan 21, 2020",2020-01-21T20:21:00Z,4659,87,0
1601,"WINEPRESS DAY 1 | Bishop Humphery | Tues Jan 21, 2020",2020-01-21T19:14:11Z,3525,60,0
1602,"Following God's Plan For Your Life | Pst Bolaji Idowu | Sun Jan 19, 2020 | 4th Service",2020-01-19T13:49:10Z,757,12,0
1603,"Following God's Plan For Your Life | Pst Bolaji Idowu | Sun Jan 19, 2020 | 3rd Service",2020-01-19T12:47:34Z,494,12,0
1604,"Following God's Plan For Your Life | Pst Bolaji Idowu | Sun Jan 19, 2020 | 3rd Service",2020-01-19T11:04:39Z,250,7,0
1605,"Following God's Plan For Your Life | Pst Dayo Ogunrombi | Sun Jan 19, 2020 | 2nd Service",2020-01-19T09:14:17Z,109,1,0
1606,"Building Faith For The Impossible | Rev George Adegboye | Sun Jan 19, 2020",2020-01-19T07:53:57Z,3823,47,0
1607,"Discovering And Pursuing God's Purpose For Your Life | Pst Bolaji Idowu | Tue Jan 14, 2020",2020-01-14T20:36:47Z,1460,28,0
1608,Discovering And Pursuing God's Purpose For Your Life  | Pst Bolaji Idowu | Sun 12th Jan 2020,2020-01-12T08:00:51Z,778,9,0
1609,Mid-Week Service | Developing Spiritual Roots  | Pst Bolaji Idowu | Tue 7th Jan 2020,2020-01-07T20:24:46Z,1610,40,0
1610,Harvesters 2nd Service | Developing Spiritual Roots | Pst Bolaji Idowu | Sun 5th Jan 2020,2020-01-05T09:42:50Z,906,10,0
1611,Harvesters 2nd Service | Developing Spiritual Roots | Pst Bolaji Idowu | Sun 5th Jan 2020,2020-01-05T09:21:51Z,969,15,0
1612,"RESET 2019 | Pst Bolaji Idowu | Tue 31st Dec, 2019",2020-01-01T00:24:06Z,2303,45,0
1613,"Using Prophetic Words To Influence Seasons of Your Life | Pst Bolaji Idowu | Sun 29th Dec, 2019",2019-12-29T13:27:28Z,551,9,0
1614,"Using Prophetic Words To Influence Seasons of Your Life | Pst Bolaji Idowu | Sun 29th Dec, 2019",2019-12-29T11:17:36Z,413,6,0
1615,"Using Prophetic Words To Influence Seasons of Your Life | Pst Bolaji Idowu | Sun 29th Dec, 2019",2019-12-29T10:54:18Z,192,6,0
1616,"Using Prophetic Words to Influence Seasons of Your Life | Pst Dayo Ogunrombi | Sun 29th Dec, 2019",2019-12-29T07:42:22Z,199,2,0
1617,"Sunday Service | Pst. Kanmi Elegbede | Sun 22nd Dec, 2019 | 3rd Service",2019-12-22T10:57:42Z,109,2,0
1618,"Sunday Service | Pst. Deji Lawal | Sun 22nd Dec, 2019",2019-12-22T07:24:01Z,83,0,0
1619,"Fantasia 2019 | Sun 15th Dec, 2019",2019-12-15T20:09:01Z,1915,48,0
1620,"The Church | Pst Bolaji Idowu | Tue 10th Dec, 2019 | Midweek Service",2019-12-10T20:20:51Z,710,17,0
1621,"Mega Thanksgiving | Pst Dayo Ogunronbi | Sun 1st Dec, 2019 | 3rd Service",2019-12-01T12:49:25Z,158,2,0
1622,"Mega Thanksgiving | Pst Deji Agboade | Sun 1st Dec, 2019 | 3rd Service",2019-12-01T11:00:34Z,137,2,0
1623,"Breaking Growth Barriers | Pst Bolaji | Sun 24th Nov, 2019 | 4th Service",2019-11-24T12:51:01Z,320,7,0
1624,"Breaking Growth Barriers | Pst Bolaji Idowu | Sun 24th Nov, 2019 | 2nd Service",2019-11-24T10:52:40Z,99,2,0
1625,"Breaking Growth Barriers | Pst Bolaji Idowu | Sun 24th Nov, 2019 | 2nd Service",2019-11-24T09:30:53Z,366,8,0
1626,"Breaking Growth Barriers | Pst Bolaji Idowu | Sun 24th Nov, 2019 | 2nd Service",2019-11-24T09:01:45Z,191,2,0
1627,"Gaining Financial Traction | Pst Bolaji Idowu | Sun 17th Nov, 2019 | 2nd Service",2019-11-17T10:01:03Z,477,8,0
1628,"REFUEL | Pst Bolaji Idowu | Tue 5th Nov, 2019",2019-11-05T20:24:59Z,1036,21,0
1629,"UNBROKEN: Better Together | Pst Bolaji Idowu | Tue 29th Oct, 2019 | Midweek Service",2019-10-29T20:33:56Z,1221,33,0
1630,"UNBROKEN: Avoiding Divorce | Pst Kanmi Elegbede | Sun 20th Oct, 2019 | 4th Service",2019-10-20T13:40:43Z,558,8,0
1631,"UNBROKEN: Avoiding Divorce | Pst Kanmi Elegbede | Sun 20th Oct, 2019 | 4th Service",2019-10-20T12:32:13Z,204,1,0
1632,"UNBROKEN: Avoiding Divorce | Pst Dayo Ogunrombi | Sun 20th Oct, 2019 | 3rd Service",2019-10-20T11:06:03Z,72,0,0
1633,"UNBROKEN: Avoiding Divorce | Pst Dayo Ogunrombi | Sun 20th Oct, 2019 | 3rd Service",2019-10-20T11:05:24Z,299,3,0
1634,"UNBROKEN: Avoiding Divorce | Pst Dayo Ogunrombi | Sun 20th Oct, 2019 | 2nd Service",2019-10-20T09:43:36Z,552,13,0
1635,"UNBROKEN: Avoiding Divorce | Pst Dayo Ogunrombi | Sun 20th Oct, 2019 | 1st Service",2019-10-20T09:15:15Z,170,1,0
1636,"UNBROKEN: Avoiding Divorce | Pst Dayo Ogunrombi | Sun 20th Oct, 2019 | 1st Service",2019-10-20T07:55:23Z,191,2,0
1637,"UNBROKEN: Laws Of Communication | Pst Bolaji Idowu | Tue 15th Oct, 2019 | Midweek Service",2019-10-15T20:41:27Z,951,10,0
1638,"UNBROKEN: Laws Of Communication | Funke Ogunlade | Tue 15th Oct, 2019 | Midweek Service",2019-10-15T19:30:15Z,281,11,0
1639,"UNBROKEN: Becoming Attractive | Pst Bolaji Idowu | Sun 13th Oct, 2019 | 4th Service",2019-10-13T13:59:42Z,773,15,0
1640,"UNBROKEN: Becoming Attractive | Pst Bolaji Idowu | Sun 13th Oct, 2019 | 4th Service",2019-10-13T13:04:05Z,1110,27,0
1641,"UNBROKEN: Forgiveness | Pst Bolaji Idowu | Sun 13th Oct, 2019 | 3rd Service",2019-10-13T11:36:17Z,484,15,0
1642,"UNBROKEN: Forgiveness | Pst Bolaji Idowu | Sun 13th Oct, 2019 | 3rd Service",2019-10-13T11:20:38Z,519,6,0
1643,"UNBROKEN: Forgiveness | Pst Dayo Ogunrombi | Sun 13th Oct, 2019 | 2nd Service",2019-10-13T09:45:35Z,352,6,0
1644,"UNBROKEN: Forgiveness | Pst Dayo Ogunrombi | Sun 13th Oct, 2019 | 2nd Service",2019-10-13T09:16:27Z,74,2,0
1645,"UNBROKEN: Forgiveness | Pst Dayo Ogunrombi | Sun 13th Oct, 2019 | 1st Service",2019-10-13T08:02:41Z,422,7,0
1646,"UNBROKEN: Forgiveness | Pst Dayo Ogunrombi | Sun 13th Oct, 2019 | 1st Service",2019-10-13T07:33:17Z,80,0,0
1647,"Fixing The Hurting Partner | Pst Bolaji Idowu | Tue 8th Oct, 2019 | Midweek Service",2019-10-08T20:25:29Z,963,17,0
1648,"Fixing The Hurting Partner | Pst Bolaji Idowu | Sun 6th Oct, 2019 | 4th Service",2019-10-06T13:31:21Z,583,15,0
1649,"Fixing The Hurting Partner | Pst Bolaji Idowu | Sun 6th Oct, 2019 | 4th Service",2019-10-06T12:06:00Z,79,0,0
1650,"Fixing The Hurting Partner | Pst Bolaji Idowu | Sun 6th Oct, 2019 | 4th Service",2019-10-06T12:02:47Z,130,0,0
1651,"Fixing The Hurting Partner | Pst Bolaji Idowu | Sun 6th Oct, 2019 | 4th Service",2019-10-06T11:59:56Z,291,4,0
1652,"Fixing The Hurting Partner | Pst Deji Agboade | Sun 6th Oct, 2019 | 3rd Service",2019-10-06T11:33:55Z,462,9,0
1653,"Fixing The Hurting Partner | Pst Deji Agboade | Sun 6th Oct, 2019 | 2nd Service",2019-10-06T11:26:12Z,165,2,0
1654,"Fixing The Hurting Partner | Pst Dayo Ogunrombi | Sun 6th Oct, 2019 | 2nd Service",2019-10-06T09:49:09Z,266,3,0
1655,"Fixing The Hurting Partner | Pst Dayo Ogunrombi | Sun 6th Oct, 2019 | 2nd Service",2019-10-06T08:49:44Z,195,0,0
1656,"Fixing The Hurting Partner | Pst Dayo Ogunrombi | Sun 6th Oct, 2019 | 1st Service",2019-10-06T08:16:09Z,628,11,0
1657,"Fixing The Hurting Partner | Pst Dayo Ogunrombi | Sun 6th Oct, 2019 | 1st Service",2019-10-06T07:50:47Z,119,2,0
1658,"Making Money Seminar | Pst Bolaji Idowu | Tue 1st Oct,2019",2019-10-01T19:16:03Z,236,0,0
1659,"Getting Results Through Fasting And Prayers 3 | Pst Bolaji Idowu | Sun 29th sep,2019 | 2nd Service",2019-09-30T13:01:15Z,543,8,0
1660,"Sustaining The Prayer Fire | Pst Gbenga Ajibola | Sun 29th Sep,2019 | 4th Service",2019-09-29T13:39:58Z,230,2,0
1661,"Getting Results Through Fasting And Prayers 3 | Pst Gbenga Ajibola | Sun 29th sep,2019 | 3rd Service",2019-09-29T11:37:19Z,344,7,0
1662,"Getting Results Through Fasting And Prayers 2 | Pst Bolaji Idowu | Sun 29th sep,2019 | 1st Service",2019-09-29T08:21:16Z,616,16,0
1663,"Getting Results Through Fasting And Prayers 3 | Pst Bolaji Idowu | Sun 29th sep,2019 | 1st Service",2019-09-29T07:57:01Z,331,4,0
1664,"Getting Results Through Fasting And Prayers 2 | Pst Bolaji Idowu | tue 24th sep,2019 | Mid-Service",2019-09-28T15:26:16Z,42,0,0
1665,"Getting Results Through Fasting And Prayers 2 | Pst Bolaji Idowu | tue 24th sep,2019 | Mid-Service",2019-09-28T14:56:35Z,65,1,0
1666,"Getting Results Through Fasting And Prayers 2 | Pst Bolaji Idowu | tue 24th sep,2019 | Mid-Service",2019-09-24T20:32:30Z,99,0,0
1667,"Getting Results Through Fasting And Prayers 2 | Pst Bolaji Idowu | tue 24th sep,2019 | Mid-Service",2019-09-24T20:03:30Z,50,0,0
1668,"Getting Results Through Fasting And Prayers 2 | Pst Bolaji Idowu | tue 24th sep,2019 | 4th Service",2019-09-24T19:15:20Z,41,0,0
1669,"Getting Results Through Fasting And Prayers 2 | Pst Bolaji Idowu | tue 24th s ,2019 | 4th Service",2019-09-24T18:47:50Z,120,0,0
1670,"Getting Results Through Fasting And Prayers 2 | Pst Bolaji Idowu | Sun 22nd Sep,2019 | 4th Service",2019-09-24T18:29:15Z,65,0,0
1671,"Getting Results Through Fasting And Prayers 2 | Pst Bolaji Idowu | Sun 22nd Sep,2019 | 4th Service",2019-09-24T18:21:51Z,45,0,0
1672,"Getting Results Through Fasting And Prayers 2 | Pst Bolaji Idowu | Sun 22nd Sep,2019 | 4th Service",2019-09-24T18:20:11Z,65,1,0
1673,"Getting Results Through Fasting And Prayers 2 | Pst Bolaji Idowu | Sun 22nd Sep,2019 | 4th Service",2019-09-24T18:15:19Z,149,3,0
1674,"Getting Results Through Fasting And Prayers 2 | Pst Bolaji Idowu | Sun 22nd Sep,2019 | 4th Service",2019-09-24T18:01:15Z,93,1,0
1675,"Getting Results Through Fasting And Prayers 2 | Pst Bolaji Idowu | Sun 22nd Sep,2019 | 4th Service",2019-09-24T17:55:49Z,88,0,0
1676,"Getting Results Through Fasting And Prayers 2 | Pst Bolaji Idowu | Sun 22nd Sep,2019 | 4th Service",2019-09-22T13:33:56Z,407,4,0
1677,"Getting Results Through Fasting And Prayers 2 | Pst Bolaji Idowu | Sun 22nd Sep,2019 | 3rd Service",2019-09-22T11:28:27Z,554,10,0
1678,"Getting Results Through Fasting And Prayers 2 | Pst Bolaji Idowu | Sun 22nd Sep,2019 | 3rd Service",2019-09-22T11:02:13Z,339,7,0
1679,"Getting Results Through Fasting And Prayers 2 | Pst Dayo Ogunrombi | Sun 22nd Sep,2019 | 2nd Service",2019-09-22T09:43:08Z,328,5,0
1680,"Getting Results Through Fasting And Prayers 2 | Pst Israel Ahiaba | Sun 22nd Sep, 2019 | 1st Service",2019-09-22T08:04:43Z,495,4,0
1681,"Getting Results Through Fasting And Prayers 2 | Pst Israel Ahiaba | Sun 22nd Sep, 2019 | 1st Service",2019-09-22T07:32:36Z,462,29,0
1682,"Fasting And Prayers | Pst Bolaji Idowu | Sun 22nd Sep, 2019 | 1st Service",2019-09-22T06:31:31Z,183,2,0
1683,"Fasting And Prayers | Pst Bolaji Idowu | Sun 22nd Sep, 2019 | 1st Service",2019-09-22T06:28:22Z,84,2,0
1684,"Fasting And Prayers | Pst Bolaji Idowu | Tue 17th Sep, 2019",2019-09-17T20:21:37Z,965,19,0
1685,"Fasting And Prayers | Pst Bolaji Idowu | Tue 17th Sep, 2019",2019-09-17T19:39:26Z,452,13,0
1686,"Prophetic Gathering: Commitment And Consecration | Pst Bolaji Idowu | Tue 17th Sep, 2019",2019-09-17T18:01:02Z,408,7,0
1687,"Getting Results Through Fasting And Prayers | Pst Gbenga Ajibola | Sun 15th Sep, 2019 | 3rd Service",2019-09-15T13:53:24Z,472,10,0
1688,"Getting Results Through Fasting And Prayer  | Pst Gbenga Ajibola | Sun 15th Sep, 2019 | 3rd Service",2019-09-15T11:28:49Z,241,6,0
1689,"Getting Results Through Fasting And Prayer  | Pst Bolaji Idowu | Sun 15th Sep, 2019 | 2nd Service",2019-09-15T10:39:04Z,242,2,0
1690,"Getting Results Through Fasting And Prayer  | Pst Bolaji Idowu | Sun 15th Sep, 2019 | 2nd Service",2019-09-15T09:47:03Z,643,16,0
1691,"Getting Results Through Fasting And Prayer  | Pst Bolaji Idowu | Sun 15th Sep, 2019 | 2nd Service",2019-09-15T09:21:01Z,458,9,0
1692,"Getting Results Through Fasting And Prayer  | Pst Bolaji Idowu | Sun 15th Sep, 2019 | 1st Service",2019-09-15T08:08:58Z,539,15,0
1693,"Getting Results Through Fasting And Prayer  | Pst Bolaji Idowu | Sun 15th Sep, 2019 | 1st Service",2019-09-15T07:49:55Z,1335,31,0
1694,"Carrying God's Burden  | Pst Bolaji Idowu | Tue 10th Sep, 2019",2019-09-10T20:28:49Z,1335,26,0
1695,"Carrying God's Burden  | Pst Bolaji Idowu | Tue 10th Sep, 2019",2019-09-10T19:28:47Z,693,17,0
1696,Worship | Exalted Tribe,2019-09-10T17:56:30Z,207,9,0
1697,Worship | Exalted Tribe,2019-09-10T17:56:18Z,466,20,0
1698,"Can I Love God Enough?  | Pst Bolaji Idowu | Sun 8th Sep, 2019 | 4th Service",2019-09-08T13:43:23Z,416,13,0
1699,"Can I Love God Enough?  | Pst Bolaji Idowu | Sun 8th Sep, 2019 | 3rd Service",2019-09-08T11:37:46Z,564,13,0
1700,"Can I Love God Enough?  | Pst Dayo Ogunrombi | Sun 8th Sep, 2019 | 2nd Service",2019-09-08T09:56:00Z,308,4,0
1701,"Can I Love God Enough?  | Pst Dayo Ogunrombi | Sun 8th Sep, 2019 | 2nd Service",2019-09-08T09:22:58Z,62,1,0
1702,"Can I Love God Enough?  | Pst Dayo Ogunrombi | Sun 8th Sep, 2019 | 1st Service",2019-09-08T08:01:43Z,371,6,0
1703,"Can I Love God Enough?  | Pst Dayo Ogunrombi | Sun 8th Sep, 2019 | 1st Service",2019-09-08T07:39:41Z,88,1,0
1704,"SACRIFICE: Carrying The Cross  | Pst Bolaji Idowu | Tue 3rd Sep, 2019 | Midweek Service",2019-09-03T20:04:07Z,598,18,0
1705,"SACRIFICE: Carrying The Cross  | Pst Bolaji Idowu | Tue 3rd Sep, 2019 | Midweek Service",2019-09-03T19:29:47Z,214,10,0
1706,"SACRIFICE: Carrying The Cross  | Pst Bolaji Idowu | Tue 3rd Sep, 2019 | Midweek Service",2019-09-03T19:27:35Z,141,4,0
1707,"SACRIFICE: Carrying The Cross  | Pst Bolaji Idowu | Tue 3rd Sep, 2019 | Midweek Service",2019-09-03T18:17:28Z,39,0,0
1708,"SACRIFICE: Carrying The Cross  | Pst Bolaji Idowu | Tue 3rd Sep, 2019 | Midweek Service",2019-09-03T18:14:17Z,83,0,0
1709,"SACRIFICE: Carrying The Cross  | Pst Bolaji Idowu | Tue 3rd Sep, 2019 | Midweek Service",2019-09-03T17:56:45Z,147,1,0
1710,"SACRIFICE: Carrying The Cross  | Pst Bolaji Idowu | Tue 3rd Sep, 2019 | Midweek Service",2019-09-03T17:49:49Z,404,5,0
1711,"BROKENNESS: Dealing With Spiritual Coldness  | Pst Gbenga Ajibola | Sun 1st Sep, 2019 | 4th Service",2019-09-01T14:08:53Z,432,7,0
1712,"BROKENNESS: Dealing With Spiritual Coldness  | Pst Gbenga Ajibola | Sun 1st Sep, 2019 | 3rd Service",2019-09-01T11:27:01Z,576,7,0
1713,"BROKENNESS: Dealing With Spiritual Coldness  | Pst Kanmi Elegbede | Sun 1st Sep, 2019 | 2nd Service",2019-09-01T09:46:13Z,442,11,0
1714,"BROKENNESS: Dealing With Spiritual Coldness  | Pst Kanmi Elegbede | Sun 1st Sep, 2019 | 2nd Service",2019-09-01T09:19:37Z,223,6,0
1715,"BROKENNESS: Dealing With Spiritual Coldness  | Pst Israel Ahiaba | Sun 1st Sep, 2019 | 1st Service",2019-09-01T08:52:51Z,514,13,0
